;address;area;community;face;floor;link_url;price;rooms;square;title;uptime
402;御桥路2066弄，御水路199弄，御桥路;浦东 御桥;地杰国际城;;高层/26层;3371849;6500;2室2厅;100;地杰国际城，视野很好，马上看房，2室2厅1卫;20160824
403;锦绣路3336弄,锦绣路3338弄;浦东 北蔡;大华锦绣华城（十九街区）（公寓）;;低层/6层;3371560;1300;3室2厅;124;改善住房，钥匙房，错过不再有，实地看房;20160824
404;菊盛路50弄;宝山 顾村;菊泉新城（菊盛路50弄）;;低层/6层;3370600;3300;3室1厅;74;菊泉新城，改善住房，低楼层，随到随看;20160823
405;三门路510弄;杨浦 五角场;三门路510弄;南;低层/6层;3369734;3800;1室2厅;52;三门路510弄，紧邻地铁，上门实勘，小户型;20160823
406;罗阳路750弄（华宝小区）,罗阳路800;闵行 梅陇;罗阳七村;南;高层/6层;3366632;3300;1室1厅;42;温馨一室，链家房源，有钥匙立即看，紧邻地铁;20160821
407;长寿路999弄;静安 曹家渡;达安花园;南北;中层/27层;3365923;14000;3室2厅;137;达安花园，3室2厅，上门实勘，热门带看;20160821
408;华浜新村;宝山 淞南;华浜新村;南;高层/6层;3365529;3900;2室1厅;61;华浜新村，有钥匙立即看，适合自住，上门实拍;20160821
409;常德路500弄;静安 江宁路;静安枫景苑;南;低层/38层;3365497;16000;3室2厅;128;3室2厅2卫，高清实拍，链家好房，热门房源;20160821
410;华夏一路325弄;浦东 川沙;临河小区;;高层/6层;3365094;3300;2室1厅;75;临河小区，错过不再有，精致户型，人气房源;20160821
411;阜新路287弄;杨浦 鞍山;阜新路287弄;南;高层/6层;3344993;3800;1室1厅;34;上门实勘，实地看房，有钥匙房源，采光无敌好;20160812
412;枣庄路399弄;浦东 金杨;金桥瑞仕花园;;高层/21层;3344460;15000;2室2厅;115;金桥瑞仕花园，采光无敌好，生活很便利，简约二室;20160811
413;虹桥路2222弄55号;长宁 西郊;爱都公寓;南;中层/8层;3344430;13000;3室2厅;131;实地看房，好房好心情，出行方便，舒适三室;20160819
414;升平街41弄,升平街73号,升平街79弄;静安 南京西路;升平小区;南;低层/4层;3343627;4800;1室0厅;35;升平小区，如您所见，温馨之家，钥匙房;20160814
415;沪太路1500弄,沪太路1508弄,华灵;宝山 大华;大华一村;暂无数据;低层/6层;3343622;3800;1室1厅;47;如您所见，近地铁，热门带看，钥匙在手;20160811
416;纬地路99弄, 涵青路100弄;宝山 上大;经纬城市绿洲;;高层/18层;3343597;4800;3室2厅;114;上门实勘，观望后悔莫及，改善住房，热门房源;20160811
417;常德路519弄,常德路545弄,新闸路1;静安 江宁路;又一村（静安）;西;中层/7层;3343363;5000;1室1厅;24;如您所见，出行方便，1室1厅，人气房源;20160811
418;宝菊路22弄，宝菊路133弄;宝山 顾村;保利叶语（公寓）;南;高层/21层;3343027;6000;3室2厅;93;保利叶语，3室2厅，随时看房，好房好心情;20160811
419;北江燕路68弄;闵行 浦江;浦江世博家园四街坊;南北;高层/5层;3340704;4800;2室2厅;81;精致户型，上门实勘，高区景观房，紧邻地铁;20160810
420;永泰路630弄;浦东 三林;永泰花苑;南;低层/11层;3331495;4300;1室1厅;53;热门房源，低区出入方便，观望后悔莫及，高清实拍;20160805
421;韶山路245弄;宝山 顾村;馨佳园（韶山路245弄）;南北;高层/16层;3331052;3200;3室1厅;96;馨佳园，观望后悔莫及，南北户型，生活很便利;20160805
422;沪太路1500弄,沪太路1508弄,华灵;宝山 大华;大华一村;东西;高层/6层;3330852;5000;2室1厅;52;热门房源，地铁房，高清实拍，钥匙房;20160805
423;聚丰园路628弄;宝山 上大;聚丰景都;南北;中层/6层;3330528;3400;1室1厅;56;享受好房，高清实拍，毗邻地铁，实地看房;20160805
424;云屏路388弄,云屏路518弄,云谷路5;嘉定 嘉定新城;中信泰富又一城;;高层/36层;3330371;3500;2室1厅;75;中信泰富又一城，看房方便，光线非常好，实地看房;20160805
425;万航渡路661弄;静安 曹家渡;高荣小区;东南;高层/24层;3342250;8000;2室2厅;77;2室2厅1卫，地铁直达，观望后悔莫及，热门房源;20160810
426;广富林路1599弄,梅家浜路1508弄;松江 松江大学城;三湘四季花城;南;低层/18层;3341998;6000;3室2厅;113;低楼层，热门房源，好房好心情，上门实拍;20160820
427;钦州路840号,钦州路860号,钦州路8;徐汇 田林;钦州花苑;南;高层/30层;3341923;5200;1室1厅;56;高清实拍，热门房源，温馨一室，链家好房;20160810
428;苗圃路466弄,羽山路951弄,南洋泾路;浦东 洋泾;张杨南苑;南;低层/6层;3341591;7000;3室1厅;66;张杨南苑，随到随看，高清实拍，3房出租;20160810
429;内江路168弄;杨浦 周家嘴路;安居花苑;南;高层/7层;3339600;5500;2室1厅;81;高区阳光房，高清实拍，近地铁，放心好房;20160809
430;临汾路1515弄;闸北 彭浦;临汾路1515弄;南;高层/6层;3337938;2900;1室1厅;38;临汾路1515弄，上门实拍，光线非常好，毗邻地铁;20160808
431;武夷路555弄23-34号;长宁 中山公园;路易凯旋宫;南;低层/31层;3337644;21000;3室2厅;178;上门实勘，上下楼方便，出行方便，一链倾城;20160808
432;芳华路455弄;浦东 北蔡;培育苑;暂无数据;低层/6层;3335823;4300;1室1厅;48;培育苑，低区出入方便，出行方便，上门实拍;20160807
433;长寿路1112弄;普陀 长寿路;水岸茗苑;南;中层/18层;3337269;12000;2室2厅;109;水岸茗苑，空气清新，享受好房，热门带看;20160808
434;巨峰路997弄;浦东 高行;华高二村;南;高层/7层;3335167;4000;1室1厅;42;近地铁，一室小户型，实地看房，放心好房;20160807
435;青桐路18弄（一期、二期）,青桐路199;浦东 张江;中芯花园（公寓）;暂无数据;中层/6层;3335027;7500;2室2厅;89;中芯花园，热门带看，地铁沿线，看房方便;20160807
436;高境一村;宝山 高境;高境一村;南北;高层/6层;3333042;3200;1室1厅;41;有钥匙立即看，温馨一室，上门实勘，近地铁;20160806
437;中兴路1340弄;闸北 不夜城;三兴大楼;东;低层/24层;3330293;5000;1室1厅;55;热门房源，低区出入方便，出行方便，链家房源;20160805
438;伴亭路888弄;松江 九亭;象屿名城;南北;中层/14层;3327342;5500;2室2厅;91;放心好房，近地铁，上门实拍，景观房;20160804
439;泾惠路24弄,交通路2285弄,泾惠路4;普陀 甘泉宜川;汪家井小区;南北;高层/6层;3323926;4500;2室1厅;51;汪家井小区，放心好房，人气房源，钥匙在手;20160802
440;北翟路980弄;长宁 北新泾;通协小区;南;低层/12层;3322957;5500;1室1厅;54;随时看房，温馨之家，高清实拍，人气房源;20160802
441;新德路835弄,新德路785弄,新德路7;浦东 川沙;新德公寓（浦东）;暂无数据;高层/5层;3322795;4800;3室1厅;85;热门带看，3室1厅，近地铁，链家房源;20160802
442;虹桥路168号;徐汇 徐家汇;东方曼哈顿;东南;高层/37层;3322101;14000;2室2厅;98;东方曼哈顿，热门带看，采光无遮挡，地铁直达;20160801
443;菊太路777弄,菊太路999弄,菊太路1;宝山 顾村;好日子大家园;南北;低层/6层;3322002;1800;1室0厅;93;南北通，低楼层，上门实拍，来电即看;20160801
444;水清路588弄（一、二、三期）,山花路6;闵行 莘庄;阳明国际花苑;南北;高层/6层;3314173;5500;3室2厅;130;吉宅出租，高清实拍，视野开阔，人气房源;20160729
445;斜土路2167弄,斜土路2171号,斜土;徐汇 徐家汇;谨斜小区;南;中层/6层;3313835;8000;2室1厅;62;适合自住，地铁房，热门房源，光线充足;20160729
446;徐虹北路5弄;徐汇 徐家汇;徐虹华庭;南北;高层/22层;3313576;12000;2室2厅;108;徐虹华庭，有钥匙，简约二室，生活很便利;20160728
447;漕溪四村;徐汇 万体馆;漕溪四村;南;高层/6层;3313082;4000;1室0厅;35;毗邻地铁，实地看房，看房方便，上门实拍;20160728
448;镇宁路9号2-3幢;长宁 镇宁路;东方雅苑;南;中层/30层;3313025;20000;3室2厅;148;享受好房，黄金楼层，高清实拍，实地看房;20160728
449;寿光路161弄;浦东 金桥;寿光路161弄;南;中层/6层;3312793;4500;2室1厅;70;近地铁，2室1厅，上门实拍，空气清新;20160728
450;七莘路3333弄2区-15区;闵行 七宝;万科城市花园;;高层/7层;3312751;5300;2室2厅;73;地铁房，链家房源，2室2厅1卫，看房有钥匙;20160728
451;广灵四路280弄;虹口 凉城;广灵四路280弄;南北;中层/6层;3312543;4500;2室1厅;53;广灵四路280弄，看房有钥匙，链家房源，热门房源;20160728
452;西谈家渡路17弄;普陀 武宁;西谈家渡路17弄;西;高层/7层;3303882;3700;1室0厅;32;采光这边独好，上门实勘，一室小户型，钥匙在手;20160724
453;紫薇路667弄1-177号;浦东 张江;阳光花城;南;中层/18层;3291451;8800;2室2厅;97;阳光花城，适合自住，交通方便，吉宅出租;20160718
454;姚虹路299弄;闵行 金虹桥;恒盛苑;南北;高层/6层;3290758;10000;2室2厅;109;吉宅出租，高清实拍，2室2厅2卫，房型正气;20160718
455;赤峰路600弄1-18号,东体育会路80;虹口 曲阳;邮电二村;暂无数据;高层/24层;3290483;4600;1室1厅;53;邮电二村，温馨一室，上门实拍，有钥匙房源;20160718
456;汇川路88弄;长宁 中山公园;凯欣豪园;西南;中层/35层;3290425;7000;1室1厅;36;随时看房，出行方便，真实在租，光线充足;20160718
457;陆翔路678弄;宝山 顾村;菊泉新城（陆翔路678弄）;南北;高层/11层;3289215;4000;3室2厅;101;菊泉新城，有钥匙立即看，采光无敌好，舒适三室;20160717
458;陕西南路307弄;黄浦 打浦桥;步高苑;南北;高层/28层;3289950;14000;2室2厅;113;步高苑，一链倾城，2室2厅2卫，上门实勘;20160717
459;东体育会路1051号,东体育会路1071;虹口 曲阳;商建大楼;南;低层/24层;3300907;6500;2室2厅;106;享受好房，出行方便，实地看房，马上看房;20160723
460;昌邑路555弄;浦东 源深;滨江茗园;暂无数据;高层/28层;3300543;15000;4室2厅;165;热门房源，上门实拍，近地铁，在租四房;20160722
461;商城路1177弄;浦东 源深;梅园六街坊;南;中层/6层;3301803;4300;1室1厅;36;地铁房，上门实拍，黄金楼层，人气房源;20160723
462;虹梅路2899弄1-47号;闵行 金虹桥;金虹桥东苑怡和园;东北;中层/13层;3300324;8500;1室2厅;75;金虹桥东苑怡和园，吉宅出租，上门实勘，马上看房;20160722
463;宜山路2328弄;闵行 静安新城;九歌上郡;南北;高层/12层;3301476;13500;3室2厅;133;九歌上郡，随到随看，光线非常好，一链倾城;20160723
464;锦和路99弄;浦东 杨东;上海绿城;南北;中层/13层;3301521;20000;3室0厅;151;稀缺南北通，3房出租，错过不再有，随到随看;20160723
465;丽园路333弄（一、二期）,西藏南路11;黄浦 蓬莱公园;黄浦新苑（公寓）;南北;高层/34层;3302116;15000;3室2厅;132;热门带看，有钥匙房源，上门实拍，3室2厅2卫;20160723
466;东新路88弄（一、二期）,东新路99弄（;普陀 武宁;新湖明珠城;南;高层/20层;3299858;12000;2室2厅;107;新湖明珠城，人气房源，出行方便，上门实勘;20160722
467;栖山路1489弄,栖山路1555弄;浦东 金杨;金樟花苑;南北;高层/6层;3298587;4300;2室1厅;66;吉宅出租，采光好，出行方便，上门实勘;20160722
468;德平路1066弄,灵山路1671弄;浦东 金杨;香山新村西北街坊;南;高层/6层;3296800;4800;2室1厅;62;出行方便，高清实拍，放心好房，热门带看;20160721
469;花园路118弄,花园路168弄;虹口 凉城;花园城;;高层/18层;3296708;18000;4室2厅;152;花园城，上门实拍，错过不再有，来电即看;20160721
470;临汾路1564弄;闸北 彭浦;临汾路1564弄;南;高层/6层;3292765;3200;2室1厅;59;实地看房，有钥匙立即看，远离雾霾带，2室1厅1卫;20160719
471;南方新村,古美西路86弄;闵行 古美;南方新村;南;低层/6层;3287727;5000;2室1厅;61;南方新村，链家好房，上下楼方便，实地看房;20160717
472;武宁南路88弄,武定路1145弄;静安 曹家渡;沪中新苑;南;低层/18层;3285603;8500;1室1厅;68;沪中新苑，错过不再有，低楼层，上门实拍;20160810
473;水城路883弄;长宁 天山;天山河畔花园;南;高层/24层;3284359;13500;2室2厅;102;天山河畔花园，2室2厅1卫，高清实拍，错过不再有;20160715
474;江安路55弄;徐汇 康健;花苑村梅花园;南;中层/6层;3282570;4000;1室1厅;46;高清实拍，空气清新，热门房源，地铁房;20160714
475;联杨路1078弄，菊联路262弄，菊太路;宝山 顾村;保利叶上海（公寓）;南;中层/27层;3258277;4200;3室1厅;81;3房出租，上门实勘，如您所见，景观房;20160712
476;虹桥路168号;徐汇 徐家汇;东方曼哈顿;西南;高层/37层;3257266;13000;2室2厅;85;地铁直达，享受好房，视野很好，人气房源;20160712
477;丰庄北路82弄,丰庄北路166弄,丰庄西;嘉定 丰庄;丰庄十二街坊;暂无数据;高层/6层;3237668;4200;2室1厅;61;热门带看，地铁直达，上门实勘，2室1厅1卫;20160711
478;青杉路31弄;闵行 龙柏;龙柏五村;南北;高层/6层;3225580;10000;3室1厅;101;交通便利，上门实拍，钥匙在手，热门带看;20160710
479;菊联路89弄;宝山 顾村;文宝苑;南;中层/11层;3209820;4300;2室2厅;77;文宝苑，简约二室，地铁沿线，人气房源;20160709
480;沧州路180弄;杨浦 黄兴公园;沧州路180弄;南;高层/6层;3207359;3300;1室1厅;35;错过不再有，马上看房，热门房源，视野很好;20160709
481;黄兴路2020弄;杨浦 五角场;黄兴路2020弄;南;高层/6层;3205262;3800;1室1厅;41;一室小户型，一链倾城，随到随看，人气房源;20160709
482;樱花路469弄;浦东 花木;花木鑫丰苑;南;高层/6层;3186176;5600;1室1厅;54;马上看房，1室1厅1卫，人气房源，光线非常好;20160708
483;延吉东路131弄;杨浦 控江路;延吉东路131弄;南;高层/6层;3180273;3500;1室1厅;35;延吉东路131弄，上门实拍，热门房源，采光这边独好;20160708
484;菊太路777弄,菊太路999弄,菊太路1;宝山 顾村;好日子大家园;南北;高层/6层;3179568;4600;2室1厅;76;好日子大家园，两室户，稀罕南北通，高区景观房;20160708
485;凯滨路18弄，凯滨路19弄，东安路888;徐汇 徐汇滨江;尚海湾豪庭;南;低层/37层;3162944;12800;1室1厅;64;尚海湾豪庭，低区出入方便，享受好房，马上看房;20160709
486;都市路777弄;闵行 颛桥;万顺水原墅（公寓）;南;中层/11层;2999791;3700;2室1厅;59;毗邻地铁，看房方便，空气清新，热门房源;20160706
487;莲花路310弄;闵行 古美;古美八村;西;低层/6层;2997962;2700;1室0厅;77;古美八村，高清实拍，实地看房，温馨一室;20160706
488;梅家浜路1505弄;松江 松江大学城;星辰园（公寓）;暂无数据;低层/18层;2989322;3800;2室2厅;92;星辰园，上下楼方便，上门实拍，出行方便;20160706
489;曹杨三村（不包含269-281号）;普陀 曹杨;曹杨三村;南;中层/6层;2990421;3800;1室1厅;39;曹杨三村，地铁房，好楼层，高清实拍;20160706
490;黄金城道688弄;长宁 古北;御翠豪庭;暂无数据;低层/29层;2976961;17000;1室2厅;82;地铁房，温馨一室，真实在租，上门实拍;20160705
491;古北路1398弄;长宁 古北;上城Uptown;南北;高层/18层;2971362;25000;4室2厅;199;上城Uptown，上门实勘，交通便利，稀罕南北通;20160704
492;富贵东道229弄;长宁 古北;古北国际广场;南北;中层/32层;2974031;13000;1室1厅;78;古北国际广场，上门实拍，温馨一室，毗邻地铁;20160705
493;场北路399弄;宝山 共康;新梅绿岛苑;暂无数据;低层/18层;2961143;4500;1室2厅;67;新梅绿岛苑，地铁房，随时看房，小户型;20160703
494;中山南路200弄;黄浦 黄浦滨江;金外滩花园;南;低层/31层;2958871;15000;2室2厅;101;低楼层，两室户，上门实勘，人气房源;20160703
495;中潭路33弄,远景路97弄,中潭路99弄;普陀 中远两湾城;中远两湾城;南北;高层/34层;2958455;9000;2室2厅;105;中远两湾城，光线非常好，人气房源，链家好房;20160703
496;锦和路99弄;浦东 杨东;上海绿城;暂无数据;高层/25层;2910805;16000;3室2厅;127;高清实拍，交通方便，来电即看，3房出租;20160630
497;凉城路500弄,凉城三村;虹口 凉城;凉城三村;;中层/6层;2909738;3600;1室1厅;42;凉城三村，随时看房，实地看房，温馨一室;20160630
498;中潭路33弄,远景路97弄,中潭路99弄;普陀 中远两湾城;中远两湾城;南;低层/32层;2906465;7500;2室2厅;101;中远两湾城，随时可看，低楼层，高清实拍;20160630
499;长寿路790号;普陀 长寿路;长寿路790号;南;高层/7层;2878928;5600;2室1厅;38;长寿路790号，实地看房，有钥匙，远离雾霾带;20160629
500;羽山路600弄;浦东 洋泾;第五大道;南北;高层/16层;2878196;12000;2室2厅;111;第五大道，紧邻地铁，马上看房，房型正气;20160629
501;乳山路130弄,乳山路138弄,乳山路1;浦东 源深;梅园三街坊;南北;中层/6层;2878126;5200;2室1厅;48;梅园三街坊，稀罕南北通，高清实拍，如您所见;20160629
502;威海路333弄,大沽路368弄（回搬房）;静安 南京西路;中凯城市之光（静安）;南北;中层/32层;2868335;22000;3室2厅;149;中凯城市之光，实地看房，3房出租，紧邻地铁;20160628
503;漕溪北路737弄;徐汇 徐家汇;汇翠花园;南北;高层/34层;2842024;23000;4室2厅;204;汇翠花园，生活很便利，看房方便，上门实勘;20160627
504;川周公路8828弄;浦东 川沙;绿海家园;南北;高层/6层;2833637;3400;2室1厅;61;采光好，地铁房，钥匙在手，实地看房;20160627
505;青年路88弄;闵行 七宝;蒲汇新村;南北;低层/6层;2832692;4600;1室1厅;46;蒲汇新村，地铁沿线，链家好房，低楼层;20160626
506;梅花路230弄;浦东 花木;瑞达苑;南北;高层/5层;2832286;10000;3室2厅;104;瑞达苑，南北直通，看房有钥匙，出行方便;20160626
507;虹许路788号;闵行 金虹桥;名都城（公寓）;南北;高层/8层;2823379;21000;3室2厅;155;名都城，享受好房，随时可看，热门带看;20160705
508;龙阳路1880弄;浦东 北蔡;万邦都市花园;南北;低层/11层;2815663;8000;2室2厅;84;万邦都市花园，房型正气，马上看房，上门实勘;20160625
509;新昌路477弄;黄浦 人民广场;上海滩新昌城;南;中层/28层;2813500;14000;2室2厅;91;地铁直达，实地看房，空气清新，链家好房;20160624
510;浦城路786弄;浦东 陆家嘴;滨江兰庭;南北;中层/23层;2783015;15000;2室2厅;138;滨江兰庭，光线充足，链家房源，上门实拍;20160629
511;泰兴路625弄;静安 南京西路;泰府名邸;南北;低层/14层;2775308;23000;3室2厅;147;泰府名邸，如您所见，热门带看，南北通透;20160623
512;广中西路99弄;闸北 大宁;新梅共和城;南北;高层/6层;2745502;7500;2室2厅;86;新梅共和城，精致户型，高清实拍，地铁房;20160620
513;国顺东路26弄;杨浦 黄兴公园;翔顺公寓;南;中层/6层;2741984;5000;2室1厅;72;两室户，黄金楼层，人气房源，看房有钥匙;20160620
514;安顺路255弄;长宁 新华路;虹桥府邸;暂无数据;低层/18层;2737620;12000;2室2厅;122;上门实拍，精致户型，人气房源，观望后悔莫及;20160619
515;新德路502弄;浦东 川沙;新德路502弄;南北;中层/6层;2731242;3500;2室1厅;82;稀罕南北通，看房有钥匙，热门房源，错过不再有;20160619
516;汇川路88弄;长宁 中山公园;凯欣豪园;东;低层/36层;2728458;14600;2室2厅;93;低区出入方便，高清实拍，如您所见，热门房源;20160727
517;五莲路108弄,五莲路400弄,沪东新村;浦东 金桥;沪东新村;暂无数据;高层/5层;2666930;3800;2室1厅;58;地铁沿线，吉宅出租，高清实拍，简约二室;20160615
518;威海路333弄,大沽路368弄（回搬房）;静安 南京西路;中凯城市之光（静安）;南;中层/34层;2651195;28000;4室2厅;165;中凯城市之光，地铁沿线，上门实勘，热门房源;20160614
519;通州路188号;虹口 临平路;香港丽园;南北;低层/27层;2646566;12000;3室2厅;143;热门带看，地铁直达，稀缺南北通，钥匙在手;20160614
520;九杜路505弄;松江 九亭;摩卡小城;南;中层/14层;2232052;5300;3室1厅;88;摩卡小城，地铁直达，光线充足，上门实拍;20160612
521;虹桥路1168弄;长宁 古北;中星美华邨（公寓）;南;低层/36层;2226723;35000;4室2厅;234;低区出入方便，随时可看，一链倾城，实地看房;20160710
522;武夷路491弄46-68号;长宁 中山公园;中阳小区;南北;高层/6层;2211141;5600;2室1厅;46;简约二室，人气房源，高区景观房，地铁房;20160630
523;水城路883弄;长宁 天山;天山河畔花园;南北;低层/24层;2207703;18000;3室2厅;141;上门实勘，上下楼方便，交通方便，放心好房;20160611
524;北京西路758弄,石门二路199弄;静安 南京西路;国际丽都城;南北;中层/18层;2199591;30000;4室2厅;200;有爱有家，随时看房，房型正气，实地看房;20160611
525;黄金城道619弄;长宁 古北;金色贝拉维;南北;低层/15层;2190784;24000;3室2厅;150;金色贝拉维，实地看房，上门实勘，3房出租;20160804
526;虹莘路3800弄;闵行 金汇;风度国际;南北;高层/11层;2160386;18000;4室2厅;157;南北户型，大气四室，上门实勘，热门房源;20160609
527;鞍山三村;杨浦 鞍山;鞍山三村;南北;中层/6层;2137832;4700;1室1厅;49;观望后悔莫及，地铁房，热门房源，空气清新;20160608
528;浦北路959弄（茶花园69号）;徐汇 康健;花苑茶花园;南;高层/6层;2119233;5500;2室1厅;59;高清实拍，钥匙房，有爱有家，闹中取静;20160607
529;浦明路99弄（一、二期）,浦城路99弄（;浦东 陆家嘴;仁恒滨江园;东西;低层/31层;2093884;23000;3室2厅;151;仁恒滨江园，热门带看，随时可看，上下楼方便;20160605
530;南京西路2066号,南京西路2068号;静安 静安寺;南京西路公馆;南;低层/30层;2086973;10000;1室1厅;63;随时看房，放心好房，上门实勘，温馨一室;20160605
531;富都路111弄;闵行 莘庄;都市星城;;低层/11层;2075407;6300;2室2厅;92;高清实拍，交通方便，马上看房，热门房源;20160604
532;东泰路200弄;浦东 陆家嘴;盛大金磐;暂无数据;高层/47层;2035118;38000;3室2厅;264;盛大金磐，上门实勘，采光这边独好，3室2厅3卫;20160603
533;联杨路1078弄，菊联路262弄，菊太路;宝山 顾村;保利叶上海（公寓）;西;高层/24层;1994009;5000;3室2厅;95;实地看房，高区采光好，高清实拍，近地铁;20160602
534;辛耕路100弄,肇嘉浜路1029弄18号;徐汇 徐家汇;永新花苑;南;低层/34层;1949477;15000;2室2厅;110;永新花苑，近地铁，上下楼方便，精致户型;20160601
535;茅台路597弄9-11号;长宁 仙霞;茅台雅苑;南;中层/24层;1941467;6500;2室1厅;71;2室1厅1卫，有钥匙，人气房源，上门实勘;20160531
536;浦明路99弄（一、二期）,浦城路99弄（;浦东 陆家嘴;仁恒滨江园;西南;中层/9层;1407593;20000;2室2厅;114;仁恒滨江园，空气清新，上门实拍，简约二室;20160516
537;东泰路200弄;浦东 陆家嘴;盛大金磐;南北;中层/47层;1361104;38000;3室2厅;264;观望后悔莫及，上门实勘，紧邻地铁，3室2厅;20160515
538;通州路188号;虹口 临平路;香港丽园;南;中层/24层;1308168;9000;2室2厅;112;香港丽园，光线充足，简约二室，紧邻地铁;20160513
539;丁香路1089弄;浦东 联洋;联洋花园（三期）;南;高层/11层;1261161;13500;3室2厅;149;联洋花园，人气房源，随到随看，生活很便利;20160512
540;中兴路1340弄;闸北 不夜城;三兴大楼;南;中层/24层;1056716;5500;1室1厅;47;三兴大楼，温馨一室，上门实拍，热门房源;20160330
541;吴兴路270弄;徐汇 衡山路;公安大楼（徐汇）;南;高层/32层;1054905;5500;1室1厅;50;公安大楼，随到随看，毗邻地铁，热门房源;20160317
542;通河七村;宝山 通河;通河七村;;低层/6层;1052710;4000;2室1厅;57;高清实拍，交通方便，好房好心情，上下楼方便;20160128
543;创新西路28弄,创新路75弄;浦东 唐镇;保利金色唐城;南北;中层/4层;1046653;5200;2室1厅;76;保利金色唐城，链家好房，精致户型，地铁房;20151013
544;天山路88弄;长宁 天山;河风丽景;暂无数据;低层/16层;1035603;10500;3室2厅;107;低楼层，生活很便利，看房有钥匙，放心好房;20160508
545;紫叶路115弄,紫叶路65弄,紫叶路14;浦东 北蔡;紫叶花园;南;中层/6层;1024197;2500;1室0厅;33;高清实拍，交通便利，随到随看，链家好房;20160506
546;河南南路555弄;黄浦 豫园;士林华苑;南北;低层/25层;1007086;13000;2室2厅;136;2室2厅，稀缺南北通，链家房源，高清实拍;20160507
547;黄金城道688弄;长宁 古北;御翠豪庭;南北;高层/23层;1002591;40000;4室2厅;228;高清实拍，大气四室，稀缺南北通，热门带看;20160427
548;真华路388弄;普陀 万里;中环锦园;暂无数据;中层/26层;2922387;6800;2室2厅;112;高清实拍，景观房，近地铁，随到随看;20160701
549;天钥桥路69弄1-3号;徐汇 徐家汇;科汇公寓;西;低层/25层;3351564;7500;2室0厅;53;科汇公寓，有爱有家，随到随看，上门实拍;20160814
550;中潭路33弄,远景路97弄,中潭路99弄;普陀 中远两湾城;中远两湾城;南;中层/33层;3156290;12000;3室2厅;134;上门实拍，3房出租，地铁沿线，景观房;20160707
551;牡丹路258弄1-26号, 牡丹路340;浦东 花木;金桂小区;;中层/6层;3299622;8700;3室1厅;95;地铁房，放心好房，来电即看，黄金楼层;20160722
552;蒲汇塘路50号,漕溪北路玉兰花苑;徐汇 徐家汇;玉兰花苑;西;高层/25层;3349320;9000;2室2厅;110;高清实拍，2室2厅1卫，放心好房，看房有钥匙;20160813
553;古北路69弄;长宁 中山公园;虹桥万博花园;南;中层/28层;1005187;15000;3室2厅;144;吉宅出租，地铁直达，3室2厅2卫，空气清新;20160424
554;东方路1881弄;浦东 塘桥;东方城市花园（二期）;南;低层/31层;2960876;8500;2室2厅;108;两室户，如您所见，低区出入方便，有钥匙;20160703
555;长安路550弄;闸北 不夜城;安丰小区;南;低层/22层;1010172;8000;3室1厅;77;安丰小区，错过不再有，实地看房，高清实拍;20160310
556;长寿路800弄;普陀 长寿路;苏堤春晓名苑;南;低层/29层;3379918;11700;2室2厅;102;有钥匙立即看，高清实拍，2室2厅，观望后悔莫及;20160827
557;联杨路1078弄，菊联路262弄，菊太路;宝山 顾村;保利叶上海（公寓）;南;高层/32层;3354073;2800;3室2厅;88;闹中取静，改善住房，高清实拍，刚刚降价;20160816
558;漕宝路1800弄;闵行 古美;海上新村;南;高层/6层;3367549;3800;1室1厅;43;业主降价出租，1室1厅1卫，马上看房，高清实拍;20160822
559;锦安东路270弄,锦安东路280弄,锦安;浦东 杨东;东城新村;南;中层/6层;3373043;5800;2室1厅;63;链家好房，地铁直达，上门实勘，两室户;20160825
560;香楠路39弄,香楠路65弄,香楠路199;浦东 张江;香楠小区;暂无数据;中层/6层;3380106;4500;1室1厅;53;链家房源，小户型，业主刚降价，高清实拍;20160828
561;中山北路899弄;闸北 大宁;上海滩大宁城（公寓）;南北;中层/32层;3365004;15000;4室2厅;138;降价出租，链家好房，景观房，在租四房;20160821
562;东方路1800弄;浦东 塘桥;东方城市花园（一期）;南;中层/13层;1146883;12500;3室2厅;133;有钥匙，高清实拍，3室2厅2卫，业主降价;20160510
563;河南南路368弄, 河南南路398弄;黄浦 豫园;太阳都市花园;东南;高层/24层;3370863;12000;2室2厅;96;上门实拍，业主降价，近地铁，来电即看;20160824
564;祁华路58弄,祁华路59弄,祁华路218;宝山 上大;葑润华庭;南;中层/6层;3383412;2200;1室1厅;45;温馨之家，有钥匙立即看，链家好房，交通方便;20160829
565;国和路611弄;杨浦 中原;国和路611弄;南北;低层/6层;3377318;4200;2室1厅;53;地铁直达，低区出入方便，上门实拍，南北户型;20160826
566;国货路333弄;黄浦 蓬莱公园;海洲国际华园;南北;中层/24层;3380451;10800;2室2厅;112;地铁房，两室户，上门实勘，随时看房;20160828
567;西康路339弄;静安 江宁路;曼克顿豪庭;南北;中层/32层;3377825;20000;3室2厅;154;改善住房，享受好房，有钥匙房源，上门实拍;20160827
568;华灵路1351弄;宝山 大华;北华苑;南北;高层/6层;1905594;4700;2室1厅;63;北华苑，远离雾霾带，有钥匙立即看，房型正气;20160530
569;商城路1177弄;浦东 源深;梅园六街坊;南北;低层/6层;3339263;8000;2室1厅;49;梅园六街坊，随时可看，交通便利，高清实拍;20160809
